,home_team,away_team,home_team_goals,away_team_goals,home_team_age,away_team_age,date,home_rank,home_total_points,home_rank_change,home_previous_points,home_conf,away_rank,away_total_points,away_rank_change,away_previous_points,away_conf,hour
1344,United States,Brazil,1,1,27.0,26.75,2024-06-12,13.0,1643.34,2.0,1648.51,CONCACAF,2.0,1823.42,0.0,1826.35,CONMEBOL,23
1345,Brazil,Guinea,4,1,27.0,26.63636363636364,2023-06-17,2.0,1823.42,0.0,1826.35,CONMEBOL,81.0,1292.58,0.0,1298.32,CAF,19
1346,Brazil,Chile,3,0,27.363636363636363,26.363636363636363,2025-09-05,2.0,1823.42,0.0,1826.35,CONMEBOL,26.0,1543.16,2.0,1543.42,CONMEBOL,0
1347,Chile,Brazil,1,2,28.363636363636363,26.272727272727277,2024-10-11,26.0,1543.16,2.0,1543.42,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,0
1348,Brazil,Tunisia,1,1,26.181818181818183,28.545454545454547,2025-11-18,2.0,1823.42,0.0,1826.35,CONMEBOL,36.0,1489.92,6.0,1512.72,CAF,19
1349,Morocco,Brazil,2,1,27.09090909090909,26.363636363636363,2023-03-25,24.0,1547.42,-4.0,1529.93,CAF,2.0,1823.42,0.0,1826.35,CONMEBOL,22
1350,Spain,Brazil,3,3,26.90909090909091,26.363636363636363,2024-03-26,7.0,1704.75,0.0,1704.75,UEFA,2.0,1823.42,0.0,1826.35,CONMEBOL,20
1351,Uruguay,Brazil,4,2,26.09090909090909,26.727272727272727,2024-07-07,16.0,1614.05,-1.0,1596.66,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,1
1352,Brazil,Uruguay,1,1,26.727272727272727,26.545454545454547,2024-11-20,2.0,1823.42,0.0,1826.35,CONMEBOL,16.0,1614.05,-1.0,1596.66,CONMEBOL,0
1353,Uruguay,Brazil,2,0,24.90909090909091,26.272727272727277,2023-10-18,16.0,1614.05,-1.0,1596.66,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,0
1354,Bolivia,Brazil,1,0,24.0,27.0,2025-09-09,76.0,1308.12,-1.0,1324.21,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,23
1355,Brazil,Bolivia,5,1,27.727272727272727,27.09090909090909,2023-09-09,2.0,1823.42,0.0,1826.35,CONMEBOL,76.0,1308.12,-1.0,1324.21,CONMEBOL,0
1356,Ecuador,Brazil,0,0,24.272727272727277,28.0,2025-06-05,44.0,1458.63,-2.0,1448.27,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,23
1357,Brazil,Ecuador,1,0,26.90909090909091,26.545454545454547,2024-09-07,2.0,1823.42,0.0,1826.35,CONMEBOL,44.0,1458.63,-2.0,1448.27,CONMEBOL,1
1358,Argentina,Brazil,4,1,29.0,26.09090909090909,2025-03-26,4.0,1766.99,-1.0,1750.51,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,0
1359,Brazil,Argentina,0,1,25.363636363636363,28.181818181818183,2023-11-22,2.0,1823.42,0.0,1826.35,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,0
1360,Japan,Brazil,3,2,26.727272727272727,26.727272727272727,2025-10-14,23.0,1549.82,-3.0,1531.53,AFC,2.0,1823.42,0.0,1826.35,CONMEBOL,10
1361,Croatia,Brazil,1,3,29.63636363636364,28.272727272727277,2026-04-01,15.0,1620.74,0.0,1620.74,UEFA,2.0,1823.42,0.0,1826.35,CONMEBOL,0
1362,Brazil,Senegal,2,0,27.818181818181817,28.454545454545453,2025-11-15,2.0,1823.42,0.0,1826.35,CONMEBOL,18.0,1587.78,-2.0,1561.68,CAF,16
1363,Brazil,Senegal,2,4,26.90909090909091,28.666666666666668,2023-06-20,2.0,1823.42,0.0,1826.35,CONMEBOL,18.0,1587.78,-2.0,1561.68,CAF,19
1364,Venezuela,Brazil,1,1,28.90909090909091,25.818181818181817,2024-11-14,58.0,1411.45,-1.0,1409.14,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,21
1365,Brazil,Venezuela,1,1,27.454545454545453,29.09090909090909,2023-10-13,2.0,1823.42,0.0,1826.35,CONMEBOL,58.0,1411.45,-1.0,1409.14,CONMEBOL,0
1366,Brazil,Colombia,2,1,27.454545454545453,30.181818181818183,2025-03-21,2.0,1823.42,0.0,1826.35,CONMEBOL,19.0,1585.89,3.0,1607.15,CONMEBOL,0
1367,Brazil,Colombia,1,1,27.63636363636364,29.0,2024-07-03,2.0,1823.42,0.0,1826.35,CONMEBOL,19.0,1585.89,3.0,1607.15,CONMEBOL,1
1368,Colombia,Brazil,2,1,28.09090909090909,25.181818181818183,2023-11-17,19.0,1585.89,3.0,1607.15,CONMEBOL,2.0,1823.42,0.0,1826.35,CONMEBOL,0
1369,Angola,Argentina,2,0,29.09090909090909,29.454545454545453,2025-11-14,127.0,1131.72,1.0,1131.72,CAF,4.0,1766.99,-1.0,1750.51,CONMEBOL,16
1370,Argentina,Costa Rica,3,1,28.0,26.363636363636363,2024-03-27,4.0,1766.99,-1.0,1750.51,CONMEBOL,42.0,1464.06,-7.0,1437.43,CONCACAF,2
1371,Argentina,Peru,2,0,29.727272727272727,30.90909090909091,2024-06-30,4.0,1766.99,-1.0,1750.51,CONMEBOL,22.0,1563.45,0.0,1551.15,CONMEBOL,0
1372,Argentina,Peru,1,0,29.0,30.818181818181817,2024-11-20,4.0,1766.99,-1.0,1750.51,CONMEBOL,22.0,1563.45,0.0,1551.15,CONMEBOL,0
1373,Peru,Argentina,2,0,30.727272727272727,28.0,2023-10-18,22.0,1563.45,0.0,1551.15,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,2
1374,Jamaica,Argentina,3,0,28.90909090909091,27.454545454545453,2022-09-28,62.0,1378.62,5.0,1412.13,CONCACAF,4.0,1766.99,-1.0,1750.51,CONMEBOL,0
1375,Italy,Argentina,3,0,28.454545454545453,28.90909090909091,2022-06-01,6.0,1740.77,0.0,1740.77,UEFA,4.0,1766.99,-1.0,1750.51,CONMEBOL,18
1376,Indonesia,Argentina,2,0,23.454545454545453,25.90909090909091,2023-06-19,160.0,1001.61,-4.0,992.31,AFC,4.0,1766.99,-1.0,1750.51,CONMEBOL,12
1377,Chile,Argentina,1,0,28.545454545454547,27.0,2025-06-06,26.0,1543.16,2.0,1543.42,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,1
1378,Chile,Argentina,1,0,31.0,28.0,2024-06-26,26.0,1543.16,2.0,1543.42,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,1
1379,Argentina,Chile,3,0,27.454545454545453,29.09090909090909,2024-09-06,4.0,1766.99,-1.0,1750.51,CONMEBOL,26.0,1543.16,2.0,1543.42,CONMEBOL,0
1381,Argentina,Panama,2,0,28.818181818181817,26.181818181818183,2023-03-23,4.0,1766.99,-1.0,1750.51,CONMEBOL,63.0,1375.56,0.0,1379.34,CONCACAF,23
1382,Argentina,Honduras,3,0,28.63636363636364,27.727272727272727,2022-09-24,4.0,1766.99,-1.0,1750.51,CONMEBOL,78.0,1303.96,2.0,1332.16,CONCACAF,0
1383,Argentina,Estonia,5,0,28.818181818181817,26.363636363636363,2022-06-05,4.0,1766.99,-1.0,1750.51,CONMEBOL,106.0,1176.5,-1.0,1176.5,UEFA,18
1384,Puerto Rico,Argentina,6,0,24.09090909090909,29.454545454545453,2025-10-15,172.0,962.77,-1.0,962.77,CONCACAF,4.0,1766.99,-1.0,1750.51,CONMEBOL,0
1385,Argentina,Zambia,5,0,30.63636363636364,25.727272727272727,2026-03-31,4.0,1766.99,-1.0,1750.51,CONMEBOL,88.0,1264.64,0.0,1264.64,CAF,23
1386,Argentina,Bolivia,6,0,29.0,25.09090909090909,2024-10-16,4.0,1766.99,-1.0,1750.51,CONMEBOL,76.0,1308.12,-1.0,1324.21,CONMEBOL,0
1387,Bolivia,Argentina,3,0,28.818181818181817,27.818181818181817,2023-09-12,76.0,1308.12,-1.0,1324.21,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,20
1388,Argentina,Mexico,2,0,28.90909090909091,29.454545454545453,2022-11-26,4.0,1766.99,-1.0,1750.51,CONMEBOL,12.0,1647.9,-2.0,1638.3,CONCACAF,19
1389,Argentina,El Salvador,3,0,28.545454545454547,28.63636363636364,2024-03-23,4.0,1766.99,-1.0,1750.51,CONMEBOL,70.0,1346.04,0.0,1349.47,CONCACAF,0
1390,Argentina,Mauritania,2,1,28.0,26.181818181818183,2026-03-27,4.0,1766.99,-1.0,1750.51,CONMEBOL,116.0,1152.52,13.0,1190.26,CAF,23
1391,Argentina,Guatemala,4,1,27.818181818181817,26.181818181818183,2024-06-15,4.0,1766.99,-1.0,1750.51,CONMEBOL,123.0,1138.4,1.0,1138.4,CONCACAF,0
1392,Argentina,Croatia,3,0,27.272727272727277,28.818181818181817,2022-12-13,4.0,1766.99,-1.0,1750.51,CONMEBOL,15.0,1620.74,0.0,1620.74,UEFA,19
1393,Poland,Argentina,2,0,28.454545454545453,27.90909090909091,2022-11-30,28.0,1530.62,1.0,1530.62,UEFA,4.0,1766.99,-1.0,1750.51,CONMEBOL,19
1394,Argentina,Venezuela,3,0,29.454545454545453,29.545454545454547,2025-09-04,4.0,1766.99,-1.0,1750.51,CONMEBOL,58.0,1411.45,-1.0,1409.14,CONMEBOL,23
1395,Argentina,Venezuela,1,0,27.818181818181817,24.90909090909091,2025-10-11,4.0,1766.99,-1.0,1750.51,CONMEBOL,58.0,1411.45,-1.0,1409.14,CONMEBOL,0
1396,Venezuela,Argentina,1,1,29.63636363636364,29.454545454545453,2024-10-10,58.0,1411.45,-1.0,1409.14,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,21
1397,Argentina,Venezuela,3,0,29.272727272727277,26.63636363636364,2022-03-25,4.0,1766.99,-1.0,1750.51,CONMEBOL,58.0,1411.45,-1.0,1409.14,CONMEBOL,23
1398,Argentina,Colombia,1,1,29.363636363636363,28.181818181818183,2025-06-11,4.0,1766.99,-1.0,1750.51,CONMEBOL,19.0,1585.89,3.0,1607.15,CONMEBOL,0
1399,Argentina,Colombia,1,0,29.0,29.454545454545453,2024-07-15,4.0,1766.99,-1.0,1750.51,CONMEBOL,19.0,1585.89,3.0,1607.15,CONMEBOL,1
1400,Colombia,Argentina,1,2,27.818181818181817,27.90909090909091,2024-09-10,19.0,1585.89,3.0,1607.15,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,20
1403,Qatar,Kenya,1,2,26.545454545454547,26.727272727272727,2023-09-07,52.0,1437.91,4.0,1437.91,AFC,103.0,1202.26,1.0,1202.26,CAF,15
1404,Jordan,Qatar,1,3,28.545454545454547,28.363636363636363,2024-02-10,90.0,1259.84,0.0,1255.69,AFC,52.0,1437.91,4.0,1437.91,AFC,15
1405,Qatar,Jordan,1,2,28.63636363636364,28.545454545454547,2024-01-05,52.0,1437.91,4.0,1437.91,AFC,90.0,1259.84,0.0,1255.69,AFC,16
1406,Jamaica,Qatar,1,2,25.272727272727277,26.09090909090909,2023-06-15,62.0,1378.62,5.0,1412.13,CONCACAF,52.0,1437.91,4.0,1437.91,AFC,16
1408,Qatar,Palestine,0,1,26.90909090909091,27.90909090909091,2025-12-01,52.0,1437.91,4.0,1437.91,AFC,100.0,1208.9,1.0,1208.9,AFC,15
1409,Qatar,Palestine,2,1,29.363636363636363,28.272727272727277,2024-01-29,52.0,1437.91,4.0,1437.91,AFC,100.0,1208.9,1.0,1208.9,AFC,16
1410,Qatar,Bahrain,2,2,29.818181818181817,30.454545454545453,2025-09-03,52.0,1437.91,4.0,1437.91,AFC,89.0,1263.61,-2.0,1252.19,AFC,15
1411,Qatar,Bahrain,1,2,26.0,28.727272727272727,2023-01-10,52.0,1437.91,4.0,1437.91,AFC,89.0,1263.61,-2.0,1252.19,AFC,16
1412,Netherlands,Qatar,2,0,27.363636363636363,28.545454545454547,2022-11-29,10.0,1653.73,0.0,1653.73,UEFA,52.0,1437.91,4.0,1437.91,AFC,15
1413,Canada,Qatar,2,0,27.545454545454547,27.727272727272727,2022-09-23,33.0,1497.82,-7.0,1462.32,CONCACAF,52.0,1437.91,4.0,1437.91,AFC,17
1414,Qatar,Russia,1,4,30.63636363636364,26.63636363636364,2025-09-07,52.0,1437.91,4.0,1437.91,AFC,35.0,1493.42,1.0,1493.42,UEFA,15
1415,Qatar,Russia,1,1,27.818181818181817,25.90909090909091,2023-09-12,52.0,1437.91,4.0,1437.91,AFC,35.0,1493.42,1.0,1493.42,UEFA,15
1416,Qatar,Slovenia,0,0,28.181818181818183,26.727272727272727,2022-03-29,52.0,1437.91,4.0,1437.91,AFC,64.0,1375.42,-1.0,1375.42,UEFA,17
1417,Qatar,Chile,2,2,28.454545454545453,29.0,2022-09-27,52.0,1437.91,4.0,1437.91,AFC,26.0,1543.16,2.0,1543.42,CONMEBOL,17
1418,Panama,Qatar,4,0,29.545454545454547,25.727272727272727,2023-07-08,63.0,1375.56,0.0,1379.34,CONCACAF,52.0,1437.91,4.0,1437.91,AFC,23
1419,Qatar,Honduras,1,1,25.09090909090909,28.818181818181817,2023-06-29,52.0,1437.91,4.0,1437.91,AFC,78.0,1303.96,2.0,1332.16,CONCACAF,23
1420,Qatar,Tunisia,0,3,27.363636363636363,30.63636363636364,2025-12-07,52.0,1437.91,4.0,1437.91,AFC,36.0,1489.92,6.0,1512.72,CAF,17
1421,Qatar,Iran,1,0,30.545454545454547,29.90909090909091,2025-06-05,52.0,1437.91,4.0,1437.91,AFC,21.0,1572.89,0.0,1557.58,AFC,18
1422,Iran,Qatar,2,3,32.09090909090909,28.181818181818183,2024-02-07,21.0,1572.89,0.0,1557.58,AFC,52.0,1437.91,4.0,1437.91,AFC,15
1423,Iran,Qatar,4,1,29.272727272727277,29.545454545454547,2024-10-15,21.0,1572.89,0.0,1557.58,AFC,52.0,1437.91,4.0,1437.91,AFC,16
1424,Qatar,Iran,0,4,26.363636363636363,30.0,2023-10-17,52.0,1437.91,4.0,1437.91,AFC,21.0,1572.89,0.0,1557.58,AFC,18
1427,Oman,Qatar,0,0,29.181818181818183,28.727272727272727,2025-10-08,79.0,1301.0,0.0,1306.01,AFC,52.0,1437.91,4.0,1437.91,AFC,15
1428,Oman,Qatar,2,1,29.545454545454547,25.363636363636363,2024-12-24,79.0,1301.0,0.0,1306.01,AFC,52.0,1437.91,4.0,1437.91,AFC,14
1431,Qatar,Zimbabwe,1,2,24.90909090909091,27.727272727272727,2025-11-17,52.0,1437.91,4.0,1437.91,AFC,122.0,1138.56,1.0,1138.44,CAF,16
1432,Haiti,Qatar,2,1,27.272727272727277,25.181818181818183,2023-06-25,87.0,1268.05,0.0,1268.05,CONCACAF,52.0,1437.91,4.0,1437.91,AFC,22
1433,Qatar,Ecuador,0,2,29.181818181818183,25.727272727272727,2022-11-20,52.0,1437.91,4.0,1437.91,AFC,44.0,1458.63,-2.0,1448.27,CONMEBOL,16
1434,Qatar,India,2,1,22.545454545454547,26.90909090909091,2024-06-11,52.0,1437.91,4.0,1437.91,AFC,104.0,1182.75,0.0,1182.75,AFC,15
1435,India,Qatar,0,3,28.363636363636363,28.0,2023-11-21,104.0,1182.75,0.0,1182.75,AFC,52.0,1437.91,4.0,1437.91,AFC,13
1436,Qatar,Lebanon,3,0,30.09090909090909,32.36363636363637,2024-01-12,52.0,1437.91,4.0,1437.91,AFC,95.0,1228.97,0.0,1233.0,AFC,16
1437,Iraq,Qatar,2,1,26.545454545454547,26.363636363636363,2023-01-16,74.0,1325.44,-1.0,1333.03,AFC,52.0,1437.91,4.0,1437.91,AFC,13
1438,Iraq,Qatar,5,6,26.818181818181817,27.181818181818183,2023-10-13,74.0,1325.44,-1.0,1333.03,AFC,52.0,1437.91,4.0,1437.91,AFC,15
1439,Qatar,Bulgaria,2,1,27.0,27.818181818181817,2022-03-26,52.0,1437.91,4.0,1437.91,AFC,71.0,1345.47,0.0,1345.47,UEFA,17
1440,Qatar,Guatemala,2,0,28.454545454545453,36.0,2022-10-23,52.0,1437.91,4.0,1437.91,AFC,123.0,1138.4,1.0,1138.4,CONCACAF,16
1441,Qatar,Syria,1,1,27.09090909090909,27.818181818181817,2025-12-04,52.0,1437.91,4.0,1437.91,AFC,91.0,1251.22,5.0,1268.54,AFC,17
1442,Qatar,Senegal,1,3,28.545454545454547,27.727272727272727,2022-11-25,52.0,1437.91,4.0,1437.91,AFC,18.0,1587.78,-2.0,1561.68,CAF,13
1443,Qatar,Kuwait,3,0,27.09090909090909,29.09090909090909,2024-03-21,52.0,1437.91,4.0,1437.91,AFC,143.0,1065.56,1.0,1064.02,AFC,18
1444,Kuwait,Qatar,1,2,31.272727272727277,27.454545454545453,2024-03-26,143.0,1065.56,1.0,1064.02,AFC,52.0,1437.91,4.0,1437.91,AFC,19
1445,Kuwait,Qatar,1,1,29.272727272727277,25.363636363636363,2024-12-27,143.0,1065.56,1.0,1064.02,AFC,52.0,1437.91,4.0,1437.91,AFC,14
1446,Kuwait,Qatar,0,2,26.272727272727277,26.0,2023-01-07,143.0,1065.56,1.0,1064.02,AFC,52.0,1437.91,4.0,1437.91,AFC,16
1452,Uzbekistan,Qatar,3,0,27.727272727272727,27.09090909090909,2025-06-10,85.0,1277.02,1.0,1274.58,AFC,52.0,1437.91,4.0,1437.91,AFC,13
1453,Qatar,Uzbekistan,3,2,29.181818181818183,28.63636363636364,2024-02-03,52.0,1437.91,4.0,1437.91,AFC,85.0,1277.02,1.0,1274.58,AFC,15
1454,Qatar,Uzbekistan,3,2,27.545454545454547,26.727272727272727,2024-11-14,52.0,1437.91,4.0,1437.91,AFC,85.0,1277.02,1.0,1274.58,AFC,16
1455,Afghanistan,Qatar,0,0,27.454545454545453,22.363636363636363,2024-06-06,150.0,1049.77,1.0,1049.77,AFC,52.0,1437.91,4.0,1437.91,AFC,16
1456,Qatar,Afghanistan,8,1,28.0,26.63636363636364,2023-11-16,52.0,1437.91,4.0,1437.91,AFC,150.0,1049.77,1.0,1049.77,AFC,15
1457,Tajikistan,Qatar,0,1,25.63636363636364,27.727272727272727,2024-01-17,115.0,1152.56,-1.0,1152.56,AFC,52.0,1437.91,4.0,1437.91,AFC,14
1458,Netherlands,Austria,2,3,27.181818181818183,26.818181818181817,2024-06-25,10.0,1653.73,0.0,1653.73,UEFA,30.0,1511.56,-1.0,1511.56,UEFA,16
1459,Netherlands,Denmark,4,2,27.363636363636363,27.0,2022-03-26,10.0,1653.73,0.0,1653.73,UEFA,9.0,1654.54,0.0,1654.54,UEFA,19
1460,Belgium,Netherlands,1,4,31.454545454545453,28.0,2022-06-03,1.0,1828.45,0.0,1828.45,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1461,Netherlands,Belgium,1,0,29.09090909090909,29.09090909090909,2022-09-25,10.0,1653.73,0.0,1653.73,UEFA,1.0,1828.45,0.0,1828.45,UEFA,18
1462,Hungary,Netherlands,1,1,28.09090909090909,25.272727272727277,2024-10-11,41.0,1465.62,2.0,1465.62,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1463,Netherlands,Hungary,4,0,26.09090909090909,27.727272727272727,2024-11-16,10.0,1653.73,0.0,1653.73,UEFA,41.0,1465.62,2.0,1465.62,UEFA,19
1464,Netherlands,England,1,2,27.09090909090909,26.818181818181817,2024-07-10,10.0,1653.73,0.0,1653.73,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1465,Netherlands,Italy,2,3,25.181818181818183,26.545454545454547,2023-06-18,10.0,1653.73,0.0,1653.73,UEFA,6.0,1740.77,0.0,1740.77,UEFA,13
1466,Netherlands,France,0,0,27.0,27.63636363636364,2024-06-21,10.0,1653.73,0.0,1653.73,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
1467,France,Netherlands,4,0,26.181818181818183,27.818181818181817,2023-03-24,3.0,1786.15,0.0,1786.15,UEFA,10.0,1653.73,0.0,1653.73,UEFA,19
1468,Netherlands,France,1,2,26.0,26.90909090909091,2023-10-13,10.0,1653.73,0.0,1653.73,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
1469,Romania,Netherlands,0,3,28.181818181818183,27.272727272727277,2024-07-02,47.0,1453.18,3.0,1453.18,UEFA,10.0,1653.73,0.0,1653.73,UEFA,16
1470,Netherlands,Canada,4,0,26.09090909090909,25.545454545454547,2024-06-06,10.0,1653.73,0.0,1653.73,UEFA,33.0,1497.82,-7.0,1462.32,CONCACAF,18
1471,Netherlands,Malta,8,0,28.0,27.818181818181817,2025-06-10,10.0,1653.73,0.0,1653.73,UEFA,174.0,958.95,-1.0,958.95,UEFA,18
1472,Malta,Netherlands,0,4,29.272727272727277,26.90909090909091,2025-10-09,174.0,958.95,-1.0,958.95,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1473,Finland,Netherlands,0,2,29.545454545454547,28.181818181818183,2025-06-07,57.0,1411.77,-1.0,1411.77,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1474,Netherlands,Finland,4,0,26.727272727272727,25.90909090909091,2025-10-12,10.0,1653.73,0.0,1653.73,UEFA,57.0,1411.77,-1.0,1411.77,UEFA,16
1475,Lithuania,Netherlands,2,3,26.818181818181817,28.272727272727277,2025-09-07,137.0,1091.77,1.0,1091.77,UEFA,10.0,1653.73,0.0,1653.73,UEFA,16
1476,Netherlands,Lithuania,4,0,27.0,26.90909090909091,2025-11-17,10.0,1653.73,0.0,1653.73,UEFA,137.0,1091.77,1.0,1091.77,UEFA,19
1477,Netherlands,Spain,2,2,26.272727272727277,25.454545454545453,2025-03-20,10.0,1653.73,0.0,1653.73,UEFA,7.0,1704.75,0.0,1704.75,UEFA,19
1478,Spain,Netherlands,5,4,25.545454545454547,26.63636363636364,2025-03-23,7.0,1704.75,0.0,1704.75,UEFA,10.0,1653.73,0.0,1653.73,UEFA,19
1479,Wales,Netherlands,1,2,25.09090909090909,25.545454545454547,2022-06-08,20.0,1578.01,1.0,1578.01,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1480,Netherlands,Wales,3,2,25.727272727272727,25.545454545454547,2022-06-14,10.0,1653.73,0.0,1653.73,UEFA,20.0,1578.01,1.0,1578.01,UEFA,18
1481,Netherlands,Iceland,4,0,27.181818181818183,26.0,2024-06-10,10.0,1653.73,0.0,1653.73,UEFA,60.0,1382.81,-2.0,1385.21,UEFA,18
1482,Netherlands,Norway,2,1,26.727272727272727,27.545454545454547,2026-03-27,10.0,1653.73,0.0,1653.73,UEFA,45.0,1455.43,4.0,1455.43,UEFA,19
1483,Netherlands,Argentina,3,4,27.0,27.0,2022-12-09,10.0,1653.73,0.0,1653.73,UEFA,4.0,1766.99,-1.0,1750.51,CONMEBOL,19
1486,Netherlands,Croatia,2,4,25.272727272727277,30.0,2023-06-14,10.0,1653.73,0.0,1653.73,UEFA,15.0,1620.74,0.0,1620.74,UEFA,18
1487,Netherlands,Greece,3,0,27.818181818181817,28.0,2023-09-07,10.0,1653.73,0.0,1653.73,UEFA,55.0,1421.99,0.0,1421.99,UEFA,18
1488,Greece,Netherlands,0,1,27.0,25.363636363636363,2023-10-16,55.0,1421.99,0.0,1421.99,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1489,Senegal,Netherlands,0,2,28.363636363636363,27.181818181818183,2022-11-21,18.0,1587.78,-2.0,1561.68,CAF,10.0,1653.73,0.0,1653.73,UEFA,16
1490,Netherlands,Poland,1,1,26.545454545454547,28.09090909090909,2025-09-04,10.0,1653.73,0.0,1653.73,UEFA,28.0,1530.62,1.0,1530.62,UEFA,18
1491,Poland,Netherlands,1,1,26.818181818181817,26.363636363636363,2025-11-14,28.0,1530.62,1.0,1530.62,UEFA,10.0,1653.73,0.0,1653.73,UEFA,19
1492,Poland,Netherlands,1,2,27.818181818181817,27.181818181818183,2024-06-16,28.0,1530.62,1.0,1530.62,UEFA,10.0,1653.73,0.0,1653.73,UEFA,13
1493,Netherlands,Poland,2,2,27.545454545454547,27.09090909090909,2022-06-11,10.0,1653.73,0.0,1653.73,UEFA,28.0,1530.62,1.0,1530.62,UEFA,18
1494,Poland,Netherlands,0,2,27.727272727272727,27.363636363636363,2022-09-22,28.0,1530.62,1.0,1530.62,UEFA,10.0,1653.73,0.0,1653.73,UEFA,18
1495,Netherlands,Gibraltar,3,0,28.545454545454547,29.545454545454547,2023-03-27,10.0,1653.73,0.0,1653.73,UEFA,203.0,853.6,0.0,853.6,UEFA,18
1496,Gibraltar,Netherlands,0,6,30.181818181818183,25.818181818181817,2023-11-21,203.0,853.6,0.0,853.6,UEFA,10.0,1653.73,0.0,1653.73,UEFA,19
1549,Spain,Costa Rica,7,0,26.272727272727277,28.727272727272727,2022-11-23,7.0,1704.75,0.0,1704.75,UEFA,42.0,1464.06,-7.0,1437.43,CONCACAF,16
1550,Spain,Denmark,1,0,26.272727272727277,28.0,2024-10-12,7.0,1704.75,0.0,1704.75,UEFA,9.0,1654.54,0.0,1654.54,UEFA,18
1551,Denmark,Spain,2,1,27.90909090909091,26.818181818181817,2024-11-15,9.0,1654.54,0.0,1654.54,UEFA,7.0,1704.75,0.0,1704.75,UEFA,19
1552,Spain,England,2,1,26.90909090909091,26.363636363636363,2024-07-14,7.0,1704.75,0.0,1704.75,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1553,Jordan,Spain,3,1,25.63636363636364,25.272727272727277,2022-11-17,90.0,1259.84,0.0,1255.69,AFC,7.0,1704.75,0.0,1704.75,UEFA,16
1554,Albania,Spain,1,0,27.545454545454547,28.727272727272727,2024-06-24,65.0,1374.98,-1.0,1374.98,UEFA,7.0,1704.75,0.0,1704.75,UEFA,19
1555,Spain,Albania,2,1,25.545454545454547,27.727272727272727,2022-03-26,7.0,1704.75,0.0,1704.75,UEFA,65.0,1374.98,-1.0,1374.98,UEFA,18
1556,Spain,Italy,1,0,26.545454545454547,26.818181818181817,2024-06-20,7.0,1704.75,0.0,1704.75,UEFA,6.0,1740.77,0.0,1740.77,UEFA,19
1557,Spain,Italy,2,1,28.272727272727277,31.33333333333333,2023-06-15,7.0,1704.75,0.0,1704.75,UEFA,6.0,1740.77,0.0,1740.77,UEFA,18
1558,Spain,France,5,4,25.181818181818183,26.545454545454547,2025-06-05,7.0,1704.75,0.0,1704.75,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
1559,Spain,France,2,1,28.09090909090909,26.90909090909091,2024-07-09,7.0,1704.75,0.0,1704.75,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
1560,Spain,Andorra,5,0,26.181818181818183,27.272727272727277,2024-06-05,7.0,1704.75,0.0,1704.75,UEFA,155.0,1030.28,0.0,1030.28,UEFA,19
1561,Portugal,Spain,3,5,27.0,25.181818181818183,2025-06-08,8.0,1660.25,0.0,1660.25,UEFA,7.0,1704.75,0.0,1704.75,UEFA,19
1562,Spain,Portugal,1,1,27.63636363636364,29.0,2022-06-02,7.0,1704.75,0.0,1704.75,UEFA,8.0,1660.25,0.0,1660.25,UEFA,18
1563,Portugal,Spain,1,0,27.363636363636363,26.545454545454547,2022-09-27,8.0,1660.25,0.0,1660.25,UEFA,7.0,1704.75,0.0,1704.75,UEFA,18
1564,Spain,Georgia,2,0,25.63636363636364,26.90909090909091,2025-10-11,7.0,1704.75,0.0,1704.75,UEFA,86.0,1269.24,1.0,1269.24,UEFA,18
1565,Georgia,Spain,4,0,25.727272727272727,26.454545454545453,2025-11-15,86.0,1269.24,1.0,1269.24,UEFA,7.0,1704.75,0.0,1704.75,UEFA,17
1566,Spain,Georgia,4,1,26.545454545454547,27.545454545454547,2024-06-30,7.0,1704.75,0.0,1704.75,UEFA,86.0,1269.24,1.0,1269.24,UEFA,19
